"","OncodriveCLUST","OncodriveFM","ActiveDriver","DriverNet","DawnRank","NetSig","CBNA","Hoang_FGF2_06True","Hoang_FGF2_07True","Hoang_HER2_06True","Hoang_HER2_07True","Hoang_VIM_06True","Hoang_VIM_07True","SC_HER2_06True","SC_HER2_07True","SC_VIM_06True","SC_VIM_07True","TP_HER2_07True"
"62","ENSG00000113141","ENSG00000111670","ENSG00000101150","ENSG00000148408","ENSG00000065618","ENSG00000106462","ENSG00000142949","ENSG00000148053","ENSG00000065526","ENSG00000148053","ENSG00000182901","ENSG00000136869","ENSG00000137497","ENSG00000150991","ENSG00000104365","ENSG00000126217","ENSG00000091831","ENSG00000136869"
"63","ENSG00000114098","ENSG00000084764","ENSG00000114805","ENSG00000204961","ENSG00000058404","ENSG00000133124","ENSG00000185008","ENSG00000131626","ENSG00000198373","ENSG00000198753","ENSG00000183454","ENSG00000110799","ENSG00000112851","ENSG00000136111","ENSG00000186716","ENSG00000155506","ENSG00000067560","ENSG00000114127"
"64","ENSG00000127080","ENSG00000166415","ENSG00000088205","ENSG00000115221","ENSG00000111087","ENSG00000109062","ENSG00000165029","ENSG00000137497","ENSG00000102241","ENSG00000107186","ENSG00000169946","ENSG00000114127","ENSG00000094631","ENSG00000064393","ENSG00000065243","ENSG00000135316","ENSG00000196504","ENSG00000085511"
"65","ENSG00000130638","ENSG00000139613","ENSG00000145362","ENSG00000278318","ENSG00000065675","ENSG00000100429","ENSG00000174469","ENSG00000108654","ENSG00000204842","ENSG00000112818","ENSG00000108821","ENSG00000085511","ENSG00000132849","ENSG00000205726","ENSG00000115053","ENSG00000102804","ENSG00000169398","ENSG00000139618"
"66","ENSG00000143740","ENSG00000060339","ENSG00000133477","ENSG00000150394","ENSG00000148773","ENSG00000182511","ENSG00000187498","ENSG00000132849","ENSG00000155511","ENSG00000132849","ENSG00000012048","ENSG00000082898","ENSG00000163781","ENSG00000183765","ENSG00000130402","ENSG00000036257","ENSG00000119772","ENSG00000155511"
"67","ENSG00000163686","ENSG00000184828","ENSG00000058272","ENSG00000138378","ENSG00000108821","ENSG00000143207","ENSG00000070061","ENSG00000147133","ENSG00000065618","ENSG00000170776","ENSG00000153201","ENSG00000263528","ENSG00000170776","ENSG00000140443","ENSG00000142599","ENSG00000131711","ENSG00000139613","ENSG00000182901"
"68","ENSG00000163879","ENSG00000096968","ENSG00000114416","ENSG00000083814","ENSG00000169679","ENSG00000157557","ENSG00000162434","ENSG00000100393","ENSG00000163629","ENSG00000124151","ENSG00000158560","ENSG00000102081","ENSG00000182901","ENSG00000082641","ENSG00000169375","ENSG00000143514","ENSG00000162521","ENSG00000078328"
"69","ENSG00000171522","ENSG00000124228","ENSG00000134061","ENSG00000114124","ENSG00000134460","ENSG00000123329","ENSG00000132128","ENSG00000067369","ENSG00000150995","ENSG00000112851","ENSG00000184678","ENSG00000112818","ENSG00000169946","ENSG00000180182","ENSG00000035403","ENSG00000116016","ENSG00000051382","ENSG00000183454"
"70","ENSG00000079150","ENSG00000126432","ENSG00000164164","ENSG00000204967","ENSG00000109339","ENSG00000120210","ENSG00000118513","ENSG00000149311","ENSG00000137203","ENSG00000131626","ENSG00000155511","ENSG00000149311","ENSG00000166501","ENSG00000113522","ENSG00000196628","ENSG00000140443","ENSG00000134352","ENSG00000114270"
"71","ENSG00000087086","ENSG00000147050","ENSG00000074590","ENSG00000253485","ENSG00000135744","ENSG00000146904","ENSG00000185920","ENSG00000154380","ENSG00000115183","ENSG00000154380","ENSG00000134215","ENSG00000173482","ENSG00000108821","ENSG00000135829","ENSG00000091831","ENSG00000057657","ENSG00000156299","ENSG00000151276"
"72","ENSG00000100647","ENSG00000089234","ENSG00000095787","ENSG00000138193","ENSG00000070808","ENSG00000170484","ENSG00000132842","ENSG00000107186","ENSG00000077782","ENSG00000049759","ENSG00000089250","ENSG00000067369","ENSG00000149970","ENSG00000126217","ENSG00000108395","ENSG00000182568","ENSG00000160803","ENSG00000096696"
"73","ENSG00000121073","ENSG00000187079","ENSG00000104067","ENSG00000179344","ENSG00000076382","ENSG00000167363","ENSG00000112182","ENSG00000147162","ENSG00000005884","ENSG00000149311","ENSG00000138162","ENSG00000174469","ENSG00000116962","ENSG00000135316","ENSG00000113263","ENSG00000104365","ENSG00000122779","ENSG00000132849"
"74","ENSG00000130309","ENSG00000214655","ENSG00000133226","ENSG00000157766","ENSG00000140443","ENSG00000165699","ENSG00000198932","ENSG00000183454","ENSG00000130402","ENSG00000104517","ENSG00000065618","ENSG00000100393","ENSG00000012048","ENSG00000173473","ENSG00000109339","ENSG00000165029","ENSG00000061938","ENSG00000196083"
"75","ENSG00000132823","ENSG00000101474","ENSG00000167394","ENSG00000075275","ENSG00000259207","ENSG00000125686","ENSG00000158301","ENSG00000149970","ENSG00000198932","ENSG00000100393","ENSG00000005884","ENSG00000079841","ENSG00000065526","ENSG00000165392","ENSG00000133895","ENSG00000151208","ENSG00000113263","ENSG00000008710"
"76","ENSG00000133574","ENSG00000172819","ENSG00000054654","ENSG00000126583","ENSG00000198650","ENSG00000174292","ENSG00000132522","ENSG00000169946","ENSG00000184678","ENSG00000188153","ENSG00000130402","ENSG00000108654","ENSG00000112769","ENSG00000124788","ENSG00000101849","ENSG00000154767","ENSG00000211899","ENSG00000143379"
"77","ENSG00000141698","ENSG00000116132","ENSG00000148843","ENSG00000124215","ENSG00000120738","ENSG00000172216","ENSG00000171105","ENSG00000101004","ENSG00000134215","ENSG00000182901","ENSG00000197442","ENSG00000198753","ENSG00000198373","ENSG00000182568","ENSG00000010610","ENSG00000169375","ENSG00000171608","ENSG00000196313"
"78","ENSG00000144468","ENSG00000063169","ENSG00000197321","ENSG00000084636","ENSG00000168685","ENSG00000161277","ENSG00000131711","ENSG00000070182","ENSG00000116711","ENSG00000183454","ENSG00000132694","ENSG00000131626","ENSG00000153201","ENSG00000172349","ENSG00000129315","ENSG00000142599","ENSG00000103197","ENSG00000112818"
"79","ENSG00000146859","ENSG00000167986","ENSG00000188158","ENSG00000196653","ENSG00000170345","ENSG00000073861","ENSG00000166986","ENSG00000012048","ENSG00000196313","ENSG00000169946","ENSG00000143799","ENSG00000107186","ENSG00000101004","ENSG00000150760","ENSG00000175387","ENSG00000147044","ENSG00000121931","ENSG00000101004"
"80","ENSG00000153904","ENSG00000087460","ENSG00000134571","ENSG00000081479","ENSG00000136997","ENSG00000154188","ENSG00000065534","ENSG00000065526","ENSG00000081237","ENSG00000112282","ENSG00000196313","ENSG00000137497","ENSG00000198932","ENSG00000104365","ENSG00000134352","ENSG00000115053","ENSG00000095066","ENSG00000164418"
"81","ENSG00000155324","ENSG00000166483","ENSG00000135837","ENSG00000178363","ENSG00000112984","ENSG00000169083","ENSG00000196338","ENSG00000112282","ENSG00000089250","ENSG00000278540","ENSG00000066468","ENSG00000134954","ENSG00000116711","ENSG00000151208","ENSG00000156697","ENSG00000153487","ENSG00000147065","ENSG00000065618"
"82","ENSG00000164284","ENSG00000092853","ENSG00000100201","ENSG00000251664","ENSG00000127955","ENSG00000051382","ENSG00000065675","ENSG00000070961","ENSG00000197442","ENSG00000108821","ENSG00000116711","ENSG00000188153","ENSG00000081237","ENSG00000186716","ENSG00000130816","ENSG00000010610","ENSG00000166167","ENSG00000133124"
"83","ENSG00000165716","ENSG00000139625","ENSG00000241973","ENSG00000101349","ENSG00000185149","ENSG00000004975","ENSG00000165731","ENSG00000198373","ENSG00000101868","ENSG00000012048","ENSG00000150995","ENSG00000094631","ENSG00000163629","ENSG00000065243","ENSG00000101040","ENSG00000127946","ENSG00000115942","ENSG00000106571"
"84","ENSG00000167118","ENSG00000128928","ENSG00000115687","ENSG00000204965","ENSG00000111537","ENSG00000171848","ENSG00000127616","ENSG00000196576","ENSG00000153187","ENSG00000058668","ENSG00000173801","ENSG00000112851","ENSG00000130402","ENSG00000115053","ENSG00000162434","ENSG00000105851","ENSG00000099917","ENSG00000124151"
"85","ENSG00000169609","ENSG00000142273","ENSG00000153207","ENSG00000148053","ENSG00000174371","ENSG00000120156","ENSG00000114127","ENSG00000102241","ENSG00000166508","ENSG00000196576","ENSG00000187391","ENSG00000163781","ENSG00000089250","ENSG00000153922","ENSG00000156299","ENSG00000091831","ENSG00000100644","ENSG00000112851"
"86","ENSG00000174574","ENSG00000146918","ENSG00000104907","ENSG00000183454","ENSG00000198851","ENSG00000185386","ENSG00000077522","ENSG00000204842","ENSG00000204628","ENSG00000102974","ENSG00000152578","ENSG00000147162","ENSG00000065618","ENSG00000130402","ENSG00000075624","ENSG00000168918","ENSG00000122566","ENSG00000197442"
"87","ENSG00000174928","ENSG00000170439","ENSG00000169862","ENSG00000114270","ENSG00000113302","ENSG00000114126","ENSG00000172493","ENSG00000101349","ENSG00000183765","ENSG00000130985","ENSG00000185008","ENSG00000142449","ENSG00000077782","ENSG00000142599","ENSG00000068323","ENSG00000109339","ENSG00000044574","ENSG00000198373"
"88","ENSG00000176971","ENSG00000100219","ENSG00000138375","ENSG00000101333","ENSG00000110092","ENSG00000197386","ENSG00000107554","ENSG00000155511","ENSG00000105639","ENSG00000153201","ENSG00000095637","ENSG00000170776","ENSG00000134215","ENSG00000169375","ENSG00000160803","ENSG00000058091","ENSG00000108946","ENSG00000115183"
"89","ENSG00000178397","ENSG00000101412","ENSG00000139116","ENSG00000081237","ENSG00000105810","ENSG00000125398","ENSG00000090615","ENSG00000065618","ENSG00000152578","ENSG00000071054","ENSG00000140396","ENSG00000148053","ENSG00000169896","ENSG00000035403","ENSG00000173801","ENSG00000177731","ENSG00000134371","ENSG00000136861"
"90","ENSG00000178425","ENSG00000143952","ENSG00000131018","ENSG00000140937","ENSG00000087258","ENSG00000160293","ENSG00000152822","ENSG00000041982","ENSG00000185008","ENSG00000110076","ENSG00000106571","ENSG00000182901","ENSG00000198286","ENSG00000196628","ENSG00000074181","ENSG00000120071","ENSG00000108443","ENSG00000080345"
"91","ENSG00000197982","ENSG00000163017","ENSG00000149182","ENSG00000115415","ENSG00000145386","ENSG00000106006","ENSG00000064393","ENSG00000174175","ENSG00000067900","ENSG00000158560","ENSG00000008300","ENSG00000169946","ENSG00000124181","ENSG00000160688","ENSG00000051382","ENSG00000101040","ENSG00000187555","ENSG00000110318"
"92","ENSG00000204564","ENSG00000137841","ENSG00000171560","ENSG00000134571","ENSG00000118137","ENSG00000159593","ENSG00000234745","ENSG00000163629","ENSG00000171132","ENSG00000184678","ENSG00000096384","ENSG00000166501","ENSG00000150672","ENSG00000091831","ENSG00000162521","ENSG00000119772","ENSG00000126456","ENSG00000160460"
"93","ENSG00000215717","ENSG00000158864","ENSG00000204764","ENSG00000259207","ENSG00000072571","ENSG00000121879","ENSG00000196083","ENSG00000150995","ENSG00000145675","ENSG00000147255","ENSG00000198561","ENSG00000108821","ENSG00000005884","ENSG00000108395","ENSG00000122779","ENSG00000139613","ENSG00000189091","ENSG00000182621"
"94","ENSG00000100865","ENSG00000137171","ENSG00000166197","ENSG00000141837","ENSG00000104998","ENSG00000110756","ENSG00000205726","ENSG00000182752","ENSG00000140396","ENSG00000155511","ENSG00000154556","ENSG00000110076","ENSG00000078053","ENSG00000113263","ENSG00000175899","ENSG00000140262","ENSG00000165119","ENSG00000184678"
"95","ENSG00000101473","ENSG00000135636","ENSG00000070371","ENSG00000229676","ENSG00000248144","ENSG00000082701","ENSG00000105976","ENSG00000137203","ENSG00000177189","ENSG00000101349","ENSG00000172349","ENSG00000149970","ENSG00000150995","ENSG00000109339","ENSG00000151849","ENSG00000102225","ENSG00000115145","ENSG00000126883"
"96","ENSG00000122042","ENSG00000188735","ENSG00000189056","ENSG00000018236","ENSG00000144908","ENSG00000138696","ENSG00000117707","ENSG00000115183","ENSG00000198561","ENSG00000134215","ENSG00000129315","ENSG00000065526","ENSG00000184678","ENSG00000133895","ENSG00000101096","ENSG00000130726","ENSG00000186868","ENSG00000198399"
"97","ENSG00000122912","ENSG00000169919","ENSG00000176887","ENSG00000081842","ENSG00000094804","ENSG00000134215","ENSG00000182568","ENSG00000138378","ENSG00000014216","ENSG00000089250","ENSG00000136861","ENSG00000110693","ENSG00000204628","ENSG00000101849","ENSG00000116830","ENSG00000068323","ENSG00000077238","ENSG00000075711"
"98","ENSG00000134255","ENSG00000164190","ENSG00000119638","ENSG00000084674","ENSG00000144891","ENSG00000149480","ENSG00000147010","ENSG00000077782","ENSG00000096384","ENSG00000130702","ENSG00000111859","ENSG00000116962","ENSG00000101868","ENSG00000010610","ENSG00000104814","ENSG00000034677","ENSG00000108840","ENSG00000177189"
"99","ENSG00000142961","ENSG00000180530","ENSG00000077150","ENSG00000143127","ENSG00000134690","ENSG00000169750","ENSG00000161681","ENSG00000005884","ENSG00000129351","ENSG00000138162","ENSG00000134853","ENSG00000102974","ENSG00000183765","ENSG00000129315","ENSG00000114166","ENSG00000156299","ENSG00000197943","ENSG00000124181"
"100","ENSG00000143222","ENSG00000135503","ENSG00000185591","ENSG00000145908","ENSG00000163631","ENSG00000074966","ENSG00000169375","ENSG00000130402","ENSG00000008294","ENSG00000065618","ENSG00000147010","ENSG00000012048","ENSG00000115183","ENSG00000175387","ENSG00000048052","ENSG00000160803","ENSG00000175899","ENSG00000163781"
"101","ENSG00000159314","ENSG00000135100","ENSG00000171940","ENSG00000164171","ENSG00000115593","ENSG00000196363","ENSG00000159459","ENSG00000198932","ENSG00000135829","ENSG00000182752","ENSG00000196482","ENSG00000196576","ENSG00000106571","ENSG00000134352","ENSG00000129245","ENSG00000163565","ENSG00000002822","ENSG00000149970"
"102","ENSG00000162441","ENSG00000163808","ENSG00000115020","ENSG00000117724","ENSG00000138435","ENSG00000107566","ENSG00000121989","ENSG00000184678","ENSG00000136068","ENSG00000005884","ENSG00000123124","ENSG00000070961","ENSG00000169031","ENSG00000156697","ENSG00000108443","ENSG00000061938","ENSG00000186318","ENSG00000196482"
"103","ENSG00000164181","ENSG00000111142","ENSG00000186716","ENSG00000101412","ENSG00000147168","ENSG00000197579","ENSG00000142192","ENSG00000095951","ENSG00000107263","ENSG00000121753","ENSG00000140443","ENSG00000112769","ENSG00000164692","ENSG00000130816","ENSG00000121931","ENSG00000211899","ENSG00000121057","ENSG00000169554"
"104","ENSG00000170604","ENSG00000141736","ENSG00000112182","ENSG00000080573","ENSG00000179639","ENSG00000168395","ENSG00000124788","ENSG00000134215","ENSG00000085832","ENSG00000174175","ENSG00000182255","ENSG00000112282","ENSG00000134853","ENSG00000101040","ENSG00000171608","ENSG00000121931","ENSG00000072062","ENSG00000106366"
"105","ENSG00000174206","ENSG00000100852","ENSG00000162592","ENSG00000189144","ENSG00000135409","ENSG00000135363","ENSG00000147044","ENSG00000072501","ENSG00000115053","ENSG00000130402","ENSG00000074590","ENSG00000198373","ENSG00000177189","ENSG00000162434","ENSG00000189091","ENSG00000096968","ENSG00000006125","ENSG00000179094"
"106","ENSG00000184898","ENSG00000169554","ENSG00000186566","ENSG00000181450","ENSG00000150782","ENSG00000113721","ENSG00000101391","ENSG00000116711","ENSG00000115414","ENSG00000197442","ENSG00000134871","ENSG00000153201","ENSG00000067900","ENSG00000156299","ENSG00000139218","ENSG00000160310","ENSG00000103496","ENSG00000077782"
"107","ENSG00000197885","ENSG00000023445","ENSG00000243156","ENSG00000139144","ENSG00000086717","ENSG00000134107","ENSG00000213341","ENSG00000196313","ENSG00000183337","ENSG00000132694","ENSG00000072832","ENSG00000101004","ENSG00000196235","ENSG00000075624","ENSG00000141646","ENSG00000076944","ENSG00000142192","ENSG00000095637"
"108","ENSG00000198792","ENSG00000172534","ENSG00000082516","ENSG00000197565","ENSG00000142945","ENSG00000073282","ENSG00000134871","ENSG00000081237","ENSG00000129315","ENSG00000143799","ENSG00000073282","ENSG00000198932","ENSG00000136068","ENSG00000068323","ENSG00000122566","ENSG00000166167","ENSG00000110395","ENSG00000171132"
"109","ENSG00000184432","ENSG00000170004","ENSG00000103932","ENSG00000254221","ENSG00000115085","ENSG00000163563","ENSG00000182944","ENSG00000089250","ENSG00000139618","ENSG00000137574","ENSG00000104067","ENSG00000116711","ENSG00000145675","ENSG00000160803","ENSG00000113649","ENSG00000079805","ENSG00000146963","ENSG00000126561"
"110","ENSG00000092964","ENSG00000151914","ENSG00000136205","ENSG00000155511","ENSG00000178372","ENSG00000103510","ENSG00000177731","ENSG00000197442","ENSG00000187391","ENSG00000196313","ENSG00000121057","ENSG00000081237","ENSG00000008294","ENSG00000058091","ENSG00000168610","ENSG00000182473","ENSG00000143153","ENSG00000129675"
"111","ENSG00000114742","ENSG00000131408","ENSG00000163125","ENSG00000169083","ENSG00000135476","ENSG00000128340","ENSG00000204525","ENSG00000121753","ENSG00000114270","ENSG00000066468","ENSG00000132670","ENSG00000147255","ENSG00000198561","ENSG00000173801","ENSG00000008294","ENSG00000148737","ENSG00000113712","ENSG00000138448"
"112","ENSG00000121879","ENSG00000139880","ENSG00000126787","ENSG00000138798","ENSG00000147257","ENSG00000176444","ENSG00000105323","ENSG00000101868","ENSG00000008300","ENSG00000116711","ENSG00000106799","ENSG00000163629","ENSG00000185008","ENSG00000074181","ENSG00000126456","ENSG00000139842","ENSG00000089737","ENSG00000077235"
"113","ENSG00000237441","ENSG00000137501","ENSG00000100296","ENSG00000053747","ENSG00000125845","ENSG00000103275","ENSG00000160255","ENSG00000153187","ENSG00000147010","ENSG00000150995","ENSG00000116833","ENSG00000134215","ENSG00000129351","ENSG00000051382","ENSG00000103197","ENSG00000115942","ENSG00000141232","ENSG00000140396"
"114","ENSG00000138646","ENSG00000163468","ENSG00000186638","ENSG00000196878","ENSG00000166278","ENSG00000171150","ENSG00000110318","ENSG00000159140","ENSG00000134853","ENSG00000173801","ENSG00000096401","ENSG00000130402","ENSG00000140396","ENSG00000162521","ENSG00000083312","ENSG00000168610","ENSG00000089280","ENSG00000108821"
"115","ENSG00000107643","ENSG00000065615","ENSG00000089154","ENSG00000041982","ENSG00000107295","ENSG00000172845","ENSG00000147650","ENSG00000166508","ENSG00000095637","ENSG00000187391","ENSG00000160294","ENSG00000138378","ENSG00000196628","ENSG00000122779","ENSG00000134371","ENSG00000092203","ENSG00000165156","ENSG00000166888"
"116","ENSG00000136720","ENSG00000180817","ENSG00000160856","ENSG00000149050","ENSG00000101096","ENSG00000111245","ENSG00000081026","ENSG00000204628","ENSG00000111859","ENSG00000152578","ENSG00000108946","ENSG00000077782","ENSG00000014216","ENSG00000175899","ENSG00000172845","ENSG00000044574","ENSG00000118503","ENSG00000205726"
"117","ENSG00000112308","ENSG00000132970","ENSG00000150593","ENSG00000172000","ENSG00000122877","ENSG00000118971","ENSG00000198400","ENSG00000183765","ENSG00000204967","ENSG00000185008","ENSG00000120156","ENSG00000089250","ENSG00000116641","ENSG00000186416","ENSG00000159459","ENSG00000120690","ENSG00000115904","ENSG00000035928"
"118","ENSG00000106608","ENSG00000108654","ENSG00000154767","ENSG00000068831","ENSG00000118193","ENSG00000134954","ENSG00000137497","ENSG00000105639","ENSG00000182255","ENSG00000080298","ENSG00000184481","ENSG00000065618","ENSG00000139618","ENSG00000151849","ENSG00000186868","ENSG00000189091","ENSG00000118971","ENSG00000162231"
"119","ENSG00000082438","ENSG00000132879","ENSG00000060069","ENSG00000138778","ENSG00000197272","ENSG00000139144","ENSG00000198753","ENSG00000147255","ENSG00000179915","ENSG00000095637","ENSG00000067560","ENSG00000169896","ENSG00000115053","ENSG00000101096","ENSG00000187555","ENSG00000165119","ENSG00000115232","ENSG00000143799"
"120","ENSG00000186522","ENSG00000117114","ENSG00000167768","ENSG00000143851","ENSG00000051180","ENSG00000156711","ENSG00000171132","ENSG00000152578","ENSG00000140443","ENSG00000140396","ENSG00000075711","ENSG00000150672","ENSG00000135829","ENSG00000116830","ENSG00000186575","ENSG00000108946","ENSG00000145604","ENSG00000187498"
"121","ENSG00000111058","ENSG00000136448","ENSG00000113013","ENSG00000253537","ENSG00000123500","ENSG00000013441","ENSG00000138835","ENSG00000185008","ENSG00000257923","ENSG00000106571","ENSG00000120071","ENSG00000198286","ENSG00000196504","ENSG00000104814","ENSG00000103496","ENSG00000101773","ENSG00000127511","ENSG00000147010"
"122","ENSG00000166825","ENSG00000109670","ENSG00000005007","ENSG00000164692","ENSG00000173175","ENSG00000157764","ENSG00000177189","ENSG00000067900","ENSG00000184481","ENSG00000008300","ENSG00000141646","ENSG00000124181","ENSG00000129315","ENSG00000114166","ENSG00000166908","ENSG00000187555","ENSG00000170542","ENSG00000135503"
"123","ENSG00000066248","ENSG00000107798","ENSG00000010671","ENSG00000169047","ENSG00000091513","ENSG00000198793","ENSG00000173473","ENSG00000163531","ENSG00000096696","ENSG00000083168","ENSG00000136709","ENSG00000005884","ENSG00000147010","ENSG00000048052","ENSG00000002822","ENSG00000140464","ENSG00000149782","ENSG00000102103"
